989 	 -3.161 	 -6.128 	 9.163 	 - 	  NaN 	  NaN 
990 	 -3.172 	 -6.179 	 9.121 	 - 	  NaN 	  NaN 
991 	 -3.165 	 -6.178 	 9.101 	 - 	  NaN 	  NaN 
992 	 -3.160 	 -6.201 	 9.116 	 - 	  NaN 	  NaN 
993 	 -3.147 	 -6.240 	 9.105 	 - 	  NaN 	  NaN 
994 	 -3.116 	 -6.306 	 9.060 	 - 	  NaN 	  NaN 
995 	 -3.124 	 -6.330 	 9.040 	 - 	  NaN 	  NaN 
996 	 -3.143 	 -6.358 	 9.019 	 - 	  NaN 	  NaN 
997 	 -3.199 	 -6.463 	 8.965 	 - 	 257.37 	 408.68 
998 	 -3.207 	 -6.523 	 8.933 	 - 	 258.36 	 408.09 
999 	 -3.210 	 -6.592 	 8.910 	 - 	 258.06 	 407.32 
1000 	 -3.233 	 -6.694 	 8.879 	 - 	 254.84 	 406.24 
1001 	 -3.263 	 -6.739 	 8.868 	 - 	 292.69 	 405.45 
1002 	 -3.317 	 -6.855 	 8.852 	 - 	 356.97 	 403.55 
1003 	 -3.338 	 -6.899 	 8.861 	 - 	 380.18 	 401.24 
1004 	 -3.354 	 -6.899 	 8.861 	 - 	 382.31 	 401.92 
1005 	 -3.453 	 -7.016 	 8.883 	 - 	 384.38 	 402.10 
1006 	 -3.489 	 -7.063 	 8.901 	 - 	 383.50 	 400.85 
1007 	 -3.516 	 -7.098 	 8.924 	 - 	 383.51 	 401.11 
1008 	 -3.568 	 -7.167 	 8.968 	 - 	 384.21 	 401.46 
1009 	 -3.576 	 -7.201 	 8.983 	 - 	 382.67 	 399.77 
1010 	 -3.586 	 -7.234 	 8.998 	 - 	 380.19 	 398.25 
1011 	 -3.627 	 -7.266 	 9.033 	 - 	 378.53 	 398.33 
1012 	 -3.665 	 -7.265 	 9.054 	 - 	 367.51 	 400.62 
1013 	 -3.720 	 -7.277 	 9.125 	 - 	 345.05 	 404.53 
1014 	 -3.748 	 -7.293 	 9.150 	 - 	 336.55 	 407.02 
1015 	 -3.794 	 -7.306 	 9.171 	 - 	 339.58 	 407.49 
1016 	 -3.881 	 -7.309 	 9.195 	 - 	 360.93 	 425.83 
1017 	 -3.919 	 -7.289 	 9.191 	 - 	 456.36 	 512.22 
1018 	 -3.938 	 -7.264 	 9.183 	 - 	 564.16 	 621.35 
1019 	 -3.949 	 -7.194 	 9.160 	 - 	 584.40 	 672.44 
1020 	 -3.948 	 -7.141 	 9.160 	 - 	 584.88 	 672.65 
1021 	 -3.970 	 -7.019 	 9.196 	 - 	 587.87 	 654.03 
1022 	 -3.985 	 -6.974 	 9.207 	 - 	 583.35 	 658.64 
1023 	 -3.981 	 -6.964 	 9.224 	 - 	 582.22 	 677.17 
1024 	 -3.952 	 -7.020 	 9.235 	 - 	 583.87 	 677.67 
1025 	 -3.932 	 -7.070 	 9.234 	 - 	 585.88 	 676.41 
1026 	 -3.917 	 -7.124 	 9.261 	 - 	 586.14 	 668.73 
1027 	 -3.883 	 -7.264 	 9.301 	 - 	 521.29 	 584.07 
1028 	 -3.869 	 -7.332 	 9.308 	 - 	 422.51 	 466.26 
1029 	 -3.861 	 -7.369 	 9.314 	 - 	 384.15 	 410.09 
1030 	 -3.869 	 -7.410 	 9.303 	 - 	 381.86 	 401.97 
1031 	 -3.879 	 -7.445 	 9.296 	 - 	 382.13 	 399.10 
1032 	 -3.862 	 -7.446 	 9.281 	 - 	 379.80 	 401.20 
1033 	 -3.845 	 -7.425 	 9.257 	 - 	 376.90 	 402.04 
1034 	 -3.812 	 -7.399 	 9.224 	 - 	 375.31 	 401.08 
1035 	 -3.795 	 -7.352 	 9.159 	 - 	 376.86 	 399.71 
1036 	 -3.815 	 -7.350 	 9.135 	 - 	 360.37 	 389.44 
1037 	 -3.815 	 -7.350 	 9.135 	 - 	 342.85 	 376.80 
1038 	 -3.837 	 -7.340 	 9.086 	 - 	 344.98 	 373.39 
1039 	 -3.822 	 -7.327 	 9.073 	 - 	 345.00 	 373.59 
1040 	 -3.788 	 -7.349 	 9.092 	 - 	 346.20 	 374.10 
1041 	 -3.785 	 -7.323 	 9.090 	 - 	 344.94 	 350.69 
1042 	 -3.757 	 -7.268 	 9.091 	 - 	 345.04 	 324.35 
1043 	 -3.667 	 -7.149 	 9.059 	 - 	 341.60 	 325.75 
1044 	 -3.601 	 -7.110 	 9.070 	 - 	 335.59 	 329.87 
1045 	 -3.508 	 -7.071 	 9.079 	 - 	 336.52 	 329.57 
1046 	 -3.382 	 -7.066 	 9.076 	 - 	 374.36 	 311.11 
1047 	 -3.387 	 -7.091 	 9.071 	 - 	 425.30 	 282.85 
1048 	 -3.386 	 -7.061 	 9.060 	 - 	 436.06 	 274.79 
1049 	 -3.291 	 -6.946 	 9.014 	 - 	 432.95 	 276.80 
1050 	 -3.232 	 -6.826 	 9.014 	 - 	 433.26 	 280.24 
1051 	 -3.151 	 -6.546 	 9.051 	 - 	  NaN 	  NaN 
1052 	 -3.114 	 -6.451 	 9.063 	 - 	  NaN 	  NaN 
1053 	 -3.087 	 -6.383 	 9.063 	 - 	  NaN 	  NaN 
1054 	 -2.955 	 -6.228 	 9.072 	 - 	  NaN 	  NaN 
1055 	 -2.787 	 -6.167 	 9.066 	 - 	  NaN 	  NaN 
1056 	 -2.588 	 -6.139 	 9.054 	 - 	  NaN 	  NaN 
1057 	 -1.891 	 -6.116 	 9.036 	 - 	  NaN 	  NaN 
1058 	 -1.273 	 -6.161 	 8.996 	 - 	  NaN 	  NaN 
1059 	 0.004 	 -6.143 	 8.866 	 - 	  NaN 	  NaN 
1060 	 0.217 	 -5.954 	 8.896 	 - 	  NaN 	  NaN 
1061 	 0.040 	 -5.806 	 9.002 	 - 	  NaN 	  NaN 
1062 	 -0.680 	 -5.567 	 9.166 	 - 	  NaN 	  NaN 
1063 	 -0.691 	 -5.567 	 9.166 	 - 	  NaN 	  NaN 
1064 	 -1.035 	 -5.351 	 9.188 	 - 	  NaN 	  NaN 
1065 	 -0.999 	 -5.329 	 9.143 	 - 	 367.57 	 273.69 
1066 	 -0.983 	 -5.329 	 9.143 	 - 	  NaN 	  NaN 
1067 	 -1.045 	 -5.412 	 9.183 	 - 	  NaN 	  NaN 
1068 	 -1.244 	 -5.459 	 9.275 	 - 	  NaN 	  NaN 
1069 	 -1.316 	 -5.471 	 9.331 	 - 	  NaN 	  NaN 
1070 	 -1.277 	 -5.538 	 9.372 	 - 	  NaN 	  NaN 
1071 	 -1.183 	 -5.595 	 9.379 	 - 	  NaN 	  NaN 
1072 	 -1.072 	 -5.625 	 9.391 	 - 	  NaN 	  NaN 
1073 	 -0.891 	 -5.606 	 9.450 	 - 	  NaN 	  NaN 
1074 	 -0.850 	 -5.541 	 9.488 	 - 	  NaN 	  NaN 
1075 	 -0.829 	 -5.462 	 9.520 	 - 	  NaN 	  NaN 
1076 	 -0.746 	 -5.293 	 9.553 	 - 	  NaN 	  NaN 
1077 	 -0.659 	 -5.198 	 9.575 	 - 	  NaN 	  NaN 
1078 	 -0.319 	 -5.001 	 9.664 	 - 	 416.38 	 284.93 
1079 	 -0.167 	 -4.917 	 9.756 	 - 	 415.31 	 285.42 
1080 	 -0.063 	 -4.971 	 9.883 	 - 	 412.16 	 285.48 
1081 	 0.044 	 -5.175 	 10.191 	 - 	 410.73 	 284.54 
1082 	 0.023 	 -5.279 	 10.237 	 - 	 396.78 	 289.11 
1083 	 -0.007 	 -5.364 	 10.197 	 - 	  NaN 	  NaN 
1084 	 -0.038 	 -5.457 	 10.126 	 - 	  NaN 	  NaN 
1085 	 -0.245 	 -5.637 	 9.971 	 - 	  NaN 	  NaN 
1086 	 -0.379 	 -5.631 	 9.910 	 - 	  NaN 	  NaN 
1087 	 -0.576 	 -5.640 	 9.773 	 - 	  NaN 	  NaN 
1088 	 -0.591 	 -5.665 	 9.713 	 - 	  NaN 	  NaN 
1089 	 -0.551 	 -5.712 	 9.643 	 - 	  NaN 	  NaN 
1090 	 -0.560 	 -5.732 	 9.617 	 - 	  NaN 	  NaN 
1091 	 -0.604 	 -5.733 	 9.591 	 - 	  NaN 	  NaN 
1092 	 -0.650 	 -5.729 	 9.557 	 - 	  NaN 	  NaN 
1093 	 -0.767 	 -5.695 	 9.495 	 - 	  NaN 	  NaN 
1094 	 -0.770 	 -5.644 	 9.478 	 - 	  NaN 	  NaN 
1095 	 -0.724 	 -5.496 	 9.466 	 - 	 301.59 	 304.48 
1096 	 -0.718 	 -5.406 	 9.470 	 - 	 299.82 	 309.09 
1097 	 -0.727 	 -5.326 	 9.469 	 - 	 303.84 	 312.03 
1098 	 -0.794 	 -5.198 	 9.421 	 - 	 308.15 	 314.18 
1099 	 -0.803 	 -5.141 	 9.405 	 - 	 307.05 	 311.85 
1100 	 -0.780 	 -5.078 	 9.383 	 - 	 310.17 	 308.73 
1101 	 -0.764 	 -5.071 	 9.374 	 - 	 356.26 	 308.40 
1102 	 -0.768 	 -5.050 	 9.357 	 - 	 399.56 	 307.73 
1103 	 -0.791 	 -5.024 	 9.348 	 - 	 399.38 	 308.54 
1104 	 -0.810 	 -4.918 	 9.330 	 - 	 400.76 	 310.18 
1105 	 -0.818 	 -4.880 	 9.321 	 - 	 396.63 	 310.88 
1106 	 -0.852 	 -4.855 	 9.300 	 - 	 409.46 	 311.39 
1107 	 -0.883 	 -4.827 	 9.286 	 - 	 507.68 	 330.92 
1108 	 -0.955 	 -4.773 	 9.229 	 - 	 634.71 	 359.89 
1109 	 -0.973 	 -4.744 	 9.214 	 - 	 671.22 	 373.35 
1110 	 -0.965 	 -4.712 	 9.214 	 - 	 670.09 	 376.66 
1111 	 -0.930 	 -4.637 	 9.236 	 - 	 675.39 	 375.92 
1112 	 -0.924 	 -4.616 	 9.257 	 - 	 677.49 	 376.71 
1113 	 -0.914 	 -4.613 	 9.267 	 - 	 677.42 	 378.47 
1114 	 -0.901 	 -4.661 	 9.267 	 - 	 674.11 	 378.92 
